time,actual,Seasonal-naive,Ridge regression,MLP neural net
2010-09-28 00:00:00+00:00,0.5939,0.803,0.7497671455397059,0.8239111256443419
2010-09-28 01:00:00+00:00,0.8465,0.5917,0.6677025487495611,0.7055157018412395
2010-09-28 02:00:00+00:00,0.886,0.5996,0.7117082680058523,0.8439924159656276
2010-09-28 03:00:00+00:00,0.8305,0.82,0.8045578798900115,0.8252479204998919
2010-09-28 04:00:00+00:00,0.7256,0.5707,0.708672129816963,0.8112369154196002
2010-09-28 05:00:00+00:00,0.5247,0.6539,0.6796220565650495,0.7804387325080414
2010-09-28 06:00:00+00:00,0.6971,0.7289,0.4913035139483991,0.7068360219683727
2010-09-28 07:00:00+00:00,0.9909,1.2454,0.738593982126136,0.8764228866257471
2010-09-28 08:00:00+00:00,0.9731,0.9902,0.9259481319161349,0.9735101112151587
2010-09-28 09:00:00+00:00,0.9003,1.1712,0.8855784843200534,0.8745242975189575
2010-09-28 10:00:00+00:00,0.8531,1.0193,0.889727262863987,0.8393336874448887
2010-09-28 11:00:00+00:00,0.737,0.7974,0.8187903059854731,0.8169995013679798
2010-09-28 12:00:00+00:00,0.5549,0.8497,0.7337245895182913,0.7637436611013373
2010-09-28 13:00:00+00:00,0.6653,0.8567,0.7606812352571448,0.7568370336308757
2010-09-28 14:00:00+00:00,0.6672,0.7635,0.786441004524443,0.7163948559750972
2010-09-28 15:00:00+00:00,0.637,0.6248,0.7255089499215138,0.6927190695278964
2010-09-28 16:00:00+00:00,0.7149,0.8552,0.7860482186191533,0.6620746840429594
2010-09-28 17:00:00+00:00,0.6907,0.7852,0.8137529765176108,0.794691083811569
2010-09-28 18:00:00+00:00,0.9959,1.3194,0.9580711584998589,1.0781389332915774
2010-09-28 19:00:00+00:00,1.6069,1.6808,1.2605115640898126,1.3500418528090774
2010-09-28 20:00:00+00:00,1.784,2.0199,1.4826001124838453,1.6633844743342674
2010-09-28 21:00:00+00:00,1.3917,1.7637,1.5397219016946337,1.5864333890749698
2010-09-28 22:00:00+00:00,0.8375,1.2099,1.1962582223987965,1.3105967582311873
2010-09-28 23:00:00+00:00,0.972,1.0312,0.872302074086089,0.8751770630701282
2010-09-29 00:00:00+00:00,0.74475,0.6076,0.8563359283641867,0.9306211666743006
2010-09-29 01:00:00+00:00,0.5175,0.49,0.6914838148233212,0.71633033147849
2010-09-29 02:00:00+00:00,0.7597,0.5058,0.5997187140909127,0.60879410486991
2010-09-29 03:00:00+00:00,0.6605,0.5607,0.70367717126633,0.7522649408955252
2010-09-29 04:00:00+00:00,0.6057,0.6462,0.6665138629884488,0.7500006092020829
2010-09-29 05:00:00+00:00,0.6328,0.7148,0.5597925388597633,0.6562028081320974
2010-09-29 06:00:00+00:00,0.7057,0.7016,0.6337435587680386,0.7588404498736663
2010-09-29 07:00:00+00:00,0.6539,0.8417,0.6857673372469306,0.7522080227639517
2010-09-29 08:00:00+00:00,0.5995,0.8146,0.6643789424595705,0.7504469109539261
2010-09-29 09:00:00+00:00,0.754,0.9632,0.6572664694838255,0.6853731650777164
2010-09-29 10:00:00+00:00,0.626,0.6271,0.6974090657360094,0.6845550580742177
2010-09-29 11:00:00+00:00,0.6161,0.5841,0.5918631406728624,0.5422640571497803
2010-09-29 12:00:00+00:00,0.6395,0.5701,0.5426273221499053,0.5939746280331197
2010-09-29 13:00:00+00:00,0.6564,0.5809,0.5990232908630441,0.5695519968259974
2010-09-29 14:00:00+00:00,0.6046,0.6722,0.6415830553548847,0.5438152708621173
2010-09-29 15:00:00+00:00,0.5339,0.6948,0.6252478611247859,0.5319121292225777
2010-09-29 16:00:00+00:00,0.6186,0.6121,0.594477984116774,0.5414526211650125
